Compound,Media Source,Negative,Neutral,Positive,Tweet Count
-0.0049070000000000025,BBC,0.042069999999999996,0.9205800000000001,0.03735,100.0
0.03127710843373494,CBS,0.04591566265060241,0.9030000000000001,0.051084337349397595,83.0
0.011676999999999998,CNN,0.06656,0.8509500000000001,0.0825,100.0
0.208592,FoxNews,0.058050000000000004,0.79286,0.14908000000000002,100.0
0.036664999999999996,nytimes,0.07501,0.8454,0.07954,100.0
